source_player_id,name_ja,sample_kind,gold_pathway_category,gold_final_institution,evidence_url,evidence_note,determination,researched_at
10333,井畑 翔太郎,fresh_era1,university,静岡産業大学,https://www.fansaka.info/player/J372C0/,"サッカー専門データベース「ジュビロ浜北Jrユース 浜北西高 静岡産業大 ロアッソ熊本」。中学まではジュビロ系ジュニアユース、高校は浜北西高、大学卒業後2009年にロアッソ熊本でプロ入り。独立ニュース記事は確認できずprobable。",probable,2026-07-20
9218,可児 壮隆,fresh_era2,university,阪南大学,https://www.frontale.co.jp/profile/2014/mem_26.html,"川崎フロンターレ公式「阪南大学から新加入のMF。フロンターレU-18から大学へと進学し、4年間での成長を認められて再びフロンターレブルーのユニフォームを着てプレーすることになった」。ユースからトップ昇格せず大学進学、卒業後2014年にプロ入り。",confirmed,2026-07-20
11150,白崎 凌兵,flip_univ_hs,high_school,山梨学院大学附属高等学校,https://www.nikkansports.com/soccer/news/f-sc-tp1-20120113-888901.html,"日刊スポーツ「清水は13日、静岡市内で新体制を発表し、山梨学院大付高から加入したFW白崎凌兵（18）は『プロになれてすごくうれしい』」。FC東京U-15出身だが高校進学、高校からプロ入り。",confirmed,2026-07-20
6952,久場 政朋,fresh_era1,high_school,桐光学園高等学校,https://ameblo.jp/taka1987/entry-10020893506.html,"「久場選手は2003年桐光学園から加入し」。2002年に強化指定選手として東京ヴェルディ加入、高校卒業後2003年正式加入。ブログ記事のためprobable。",probable,2026-07-20
23190,安部 裕葵,fresh_era2,high_school,広島県瀬戸内高等学校,https://www.antlers.co.jp/blogs/news/56544,"鹿島アントラーズ公式「広島県瀬戸内高等学校の安部裕葵選手（3年生）が2017年より加入することが内定しました」。帝京FCジュニアユース(中学)を経て高校進学、高校からプロ入り。",confirmed,2026-07-20
7346,宇佐美 宏和,flip_promo,university,関西大学,https://wwwtest.kansai-u.ac.jp/ja/assets/pdf/about/pr/press_release/2009/No29.pdf,"関西大学公式プレスリリース「関西大学社会学部4年次生で、体育会サッカー部所属の宇佐美宏和さんが、栃木サッカークラブの2010シーズンの新加入選手として加入することが内定しました」。セレッソ大阪下部組織(小学生-高校)からトップ昇格せず大学進学、卒業後プロ入り。",confirmed,2026-07-20
10801,田尻 健,flip_promo,j_club_academy,ガンバ大阪ユース,https://gamba-osaka1991.seesaa.net/article/243499807.html,"ガンバ大阪公式発表(2011.10.18)を引用「ガンバ大阪ユースよりGK田尻健選手...の3選手が2012年プロ仮契約」。小学生からガンバユース一貫、ユースからトップ昇格。",confirmed,2026-07-20
10324,菅野 将太,fresh_era1,undeterminable,,,"京都サンガアカデミー(中高)→流通経済大学→アローズ北陸(JFL、2006年)入団。直前所属の大学は判明しているが、初のJクラブ入団は2009年カターレ富山(アローズ北陸がJFL加盟団体YKK APと合併しJ2ライセンス取得したことによるもの)で、直前所属はJFL時代のアローズ北陸(大学ではない)。J入団直前がアマチュアJFLクラブであり定義済みカテゴリに該当しないため判定不能。",undeterminable,2026-07-20
37922,相田 勇樹,fresh_era2,university,札幌大学,https://www.jleague.jp/news/article/18133/,"Jリーグ公式「ヴァンラーレ八戸は14日、札幌大に所属するMF相田勇樹の来季加入が内定したことを発表しました」。山梨学院高校からユース昇格等なく大学進学、卒業後2021年に初プロ契約。",confirmed,2026-07-20
6350,笹垣 亮介,fresh_era1,university,大阪学院大学,https://plaza.rakuten.co.jp/ultraleftyweb/diary/200611020000/,"愛媛FC公式発表を引用「この度、愛媛FCでは、2007シーズン新加入選手としまして、大阪学院大学所属の、FW笹垣亮介選手の加入が内定しました」。ジュビロ磐田U18からトップ昇格せず大学進学、卒業後2007年プロ入り。",confirmed,2026-07-20
12067,碓井 鉄平,fresh_era2,university,駒澤大学,https://news.nicovideo.jp/watch/nw17299307,"「碓井は2014年に駒澤大学から長崎に入団」「碓井は山梨学院高、駒澤大出身で、2014年にV・ファーレン長崎に入団してプロデビュー」。東京Vジュニア/FC東京U-15を経て山梨学院高、駒澤大学卒業後2014年プロ入り。",confirmed,2026-07-20
6825,相川 進也,fresh_era1,high_school,前橋育英高等学校,https://web.gekisaka.jp/news/jleague/detail/?47986-29023-fl,"ゲキサカ「相川は02年に前橋育英高から札幌に入団」。高校から直接プロ入り(コンサドーレ札幌)。",confirmed,2026-07-20
10134,平松 宗,fresh_era2,university,国士舘大学,https://www.albirex.co.jp/news/club/43144/,"アルビレックス新潟公式「当クラブでは、平松宗選手（国士舘大学）の来季新加入を内定し、仮契約を締結いたしました」。新潟U-15/U-18出身だがトップ昇格せず大学進学、卒業後2015年に大卒ルーキーとして入団。",confirmed,2026-07-20
12155,神谷 駿文,fresh_era2,university,東海学園大学,https://www.myfc.co.jp/news/20140716/5142/,"藤枝MYFC公式「神谷駿文選手登録のお知らせ」(2014年7月)。名古屋グランパスU-15出身だが東海学園高→東海学園大学と進学、大学在学中/卒業後にJ3藤枝MYFCへ登録。",confirmed,2026-07-20
7311,石井 謙伍,flip_promo,j_club_academy,コンサドーレ札幌ユース・U-18,https://www.jfa.jp/social_action_programme/yumesen/pdf/ISHII_Kengo.pdf,"JFA公式PDF「2005年にトップチームに昇格しました」。高校進学と同時にコンサドーレ札幌ユースU-18に加入、ユースからトップ昇格。",confirmed,2026-07-20
44308,宮市 亮,flip_univ_hs,undeterminable,,https://www.f-marinos.com/news/team/3402,"横浜F・マリノス公式「このたび、FCザンクトパウリ前所属の宮市亮選手の完全移籍加入が決まりました」。中京大学附属中京高校から2010年に直接アーセナル(欧州)へプロ入りしたが、初のJクラブ入団は2021年で、直前所属はドイツ2部FCザンクトパウリ(欧州プロクラブ)であり、定義済みカテゴリ(大学/高校/Jクラブアカデミー等)に該当しない。",undeterminable,2026-07-20
6788,金澤 慎,flip_other,j_club_academy,大宮アルディージャユース,https://www.jfa.jp/social_action_programme/yumesen/pdf/Kanazawa_Shin.pdf,"JFA公式PDF「大宮アルディージャユースを経て、2002年にクラブ初のプロ契約選手としてトップチームに昇格」。ユース1期生としてユースからトップ昇格(クラブ初のアカデミー出身プロ契約選手)。",confirmed,2026-07-20
12128,茂木 駿佑,flip_promo,j_club_academy,ベガルタ仙台ユース,https://www.vegalta.co.jp/backnumber/2017/top_team/player31.html,"ベガルタ仙台公式選手データ「ベガルタ仙台ユース (2014年/トップチーム登録 (2種))」。柏レイソル下部組織出身も中学卒業後にベガルタ仙台ユースへ移り、ユースから2種登録を経てトップ昇格。",confirmed,2026-07-20
31517,宮田 和純,flip_promo,university,流通経済大学,https://www.jleague.jp/news/article/26999/,"Jリーグ公式「横浜FCは5日、流通経済大に所属するFW宮田和純の加入が内定したことを発表しました」。FC東京アカデミーで2種登録・J3出場歴もあるがトップ昇格せず大学進学、卒業後2024年に横浜FCで正式プロ契約。",confirmed,2026-07-20
37971,山田 奈央,flip_other,j_club_academy,浦和レッズユース,https://www.urawa-reds.co.jp/reds_ikusei/news/7101/,"浦和レッズ育成公式「浦和レッズユースの山田奈央選手(17歳)が、2021シーズン、水戸ホーリーホックに加入することで合意いたしました」。ローンではなく育成組織からの直接加入。",confirmed,2026-07-20
6791,大谷 昌司,fresh_era1,high_school,前橋育英高等学校,https://football-japan-today.com/,"サッカーデータベースサイトの経歴表記「前橋育英高等学校→鹿島アントラーズ(2005年)」。大学進学の記録はなく高校から直接プロ入りとみられる。日付入り一次報道は確認できずprobable。",probable,2026-07-20
23125,曽根田 穣,fresh_era2,university,びわこ成蹊スポーツ大学,https://www.jleague.jp/sp/news/article/7356/,"Jリーグ公式「ヴァンフォーレ甲府は1日、びわこ成蹊スポーツ大の曽根田穣の来季加入が内定したことを発表しました」(2017年)。愛媛FCユースからトップ昇格せず大学進学、卒業後プロ入り。",confirmed,2026-07-20
15950,荻野 広大,flip_other,j_club_academy,京都サンガF.C. U-18,https://www.nikkansports.com/soccer/news/1527046.html,"日刊スポーツ「J2京都は22日、U-18所属のMF荻野広大（18）をトップチームに登録すると発表した」。京都サンガU-15からU-18、ユースからトップ昇格(2016年)。",confirmed,2026-07-20
23494,鈴木 冬一,flip_univ_hs,high_school,長崎総合科学大学附属高等学校,https://www.jleague.jp/news/article/13180/,"Jリーグ公式「湘南ベルマーレは29日、長崎総合科学大学附属高校のMF鈴木冬一の来季加入内定を発表」。セレッソ大阪U-12~U-18を経てトップ昇格せず高校転校、高校から2019年プロ入り。",confirmed,2026-07-20
23251,立田 悠悟,flip_promo,j_club_academy,清水エスパルスユース,https://web.gekisaka.jp/news/photo?news_id=201729,"ゲキサカ「清水ユースのCB立田悠悟が来季トップ昇格!」。ユース(2014-2016)からトップ昇格(2017年)。",confirmed,2026-07-20
15942,青木 翼,fresh_era2,university,順天堂大学,https://archive2.fc-gifu.com/information/11468,"FC岐阜公式「来季からFC岐阜の一員となる青木翼です。プロ生活をFC岐阜でスタートできることを大変嬉しく思います」(2015年12月発表、2016年加入)。清水商業高校からトップ昇格等なく順天堂大学進学、大学4年時に特別指定選手を経て卒業後プロ契約。",confirmed,2026-07-20
