source_player_id,name_ja,stratum,gold_pathway_category,gold_final_institution,evidence_url,evidence_note,determination,researched_at
29535,小野 雅史,A_no_confirmed_article,university,明治大学,https://www.rbomiya.com/news/?id=14377,クラブ公式加入内定発表に「大宮アルディージャジュニア-Jr.ユース-ユース-明治大学」と経歴記載。明治大学在学中の2018年に大宮加入内定。,confirmed,2026-07-19
12112,奥川 雅也,B_auto_high_conf,j_club_academy,京都サンガF.C.ユース,https://www.sanga-fc.jp/team/2025/29_masaya_okugawa,クラブ公式選手ページに「京都サンガF.C.U-15→U-18→京都サンガF.C.」とアカデミーからの直接昇格ルートが明記。立命館宇治高は提携通学先。,confirmed,2026-07-19
9396,三田 尚央,B_auto_high_conf,university,東洋大学,https://web.gekisaka.jp/player/?24422-11111-jp=,ゲキサカ選手ページに経歴「F東京U-18-東洋大-YS横浜」と記載。FC東京ユースからトップ昇格せず東洋大学経由でYS横浜入り。,confirmed,2026-07-19
23162,岩田 拓也,B_auto_high_conf,university,明治大学,https://web.gekisaka.jp/player/?28407-16082-jp=,ゲキサカ選手ページに経歴「FC東京U-15むさし-FC東京U-18-明治大-群馬」と記載。明治大学経由で2017年ザスパクサツ群馬入団。,confirmed,2026-07-19
45066,東山 達稀,B_auto_high_conf,university,静岡産業大学,https://roasso-k.com/news/5024,クラブ公式加入内定発表に「静岡産業大学の東山達稀です」「JFC曽野木～新潟FFC～静岡学園高校～静岡産業大学」と経歴記載。大卒ルーキーとして2022年入団。,confirmed,2026-07-19
12125,邦本 宜裕,B_auto_high_conf,j_club_academy,浦和レッズユース,https://www.jleague.jp/news/article/198/,Jリーグ公式ニュースにアビスパ福岡加入発表として「前所属:浦和レッズユース」と明記。浦和ユース離脱後2015年1月に福岡でプロ契約(初回)。,confirmed,2026-07-19
31524,吉井 佑将,B_auto_high_conf,university,関西大学,https://web.gekisaka.jp/player/?27402-14965-jp=,ゲキサカ選手ページの経歴に「大社高-関西大-松江シティFC」と記載。大社高から関西大学へ進学、卒業後JFL松江シティFCでプロ入り。社会人チーム経由の情報もあり一部曖昧。,probable,2026-07-19
15846,堂安 律,B_reviewed,j_club_academy,ガンバ大阪ユース,https://lifepicture.co.jp/labo/archives/22059,選手特集記事にガンバ大阪ジュニアユース→ユースを経て高校2年の2015年に2種登録、2016年トップ昇格内定と経歴記載。大学非経由の内部昇格。,confirmed,2026-07-19
45106,落合 陸,B_reviewed,university,東京国際大学,https://news.yahoo.co.jp/articles/621c6b4b17800617b4c08b9c10ab595c608b920b,ゲキサカ配信記事(Yahoo!ニュース)に柏レイソルアカデミー出身も高卒後VONDS市原を経て東京国際大学へ進学、大学3年時に柏レイソル加入内定と記載。大学が最終プロ前機関。,confirmed,2026-07-19
10852,森 泰次郎,B_reviewed,high_school,富山第一高等学校,https://www.fansaka.info/player/J41C80/,選手データサイトに経歴「富山北FCジュニア-富山北FC-富山第一高-カターレ富山」と記載(大学記載なし)。高校卒業後直接カターレ富山入団(クラブ初の地元新卒選手)。,confirmed,2026-07-19
23150,登崎 雅貴,B_unknown_label,university,常葉大学,https://university-rank.com/ranking_footballplayer_00000499.htm,大学出身選手一覧サイトに「常葉学園橘高等学校を卒業→常葉大学を卒業」と経歴記載。常葉大学からカターレ富山へ加入(2018年)。,confirmed,2026-07-19
11872,北原 毅之,B_unknown_label,undeterminable,,,出身高校・大学に関する外部ソースでの記述を発見できず。ゲキサカ関連記事一覧にも経歴情報なし。Wikipediaのみに記載がある可能性があるが、Wikipediaは根拠として使用不可のためundeterminableとした。,undeterminable,2026-07-19
11940,松本 大輝,B_no_confirmed_article,university,法政大学,https://web.gekisaka.jp/player/?25158-12386-jp=,ゲキサカ選手ページに経歴「熊本ユナイテッドSC U-15-大津高-法政大学」と記載。法政大学から2014年ヴァンフォーレ甲府入団。,confirmed,2026-07-19
19432,梅津 克貴,B_no_confirmed_article,university,関西大学,https://web.gekisaka.jp/player/?39831-39831-jp=,ゲキサカ選手ページに経歴「アスペガスFC-G大阪ユース-関西大」と記載。関西大学在学中の2016-2017年にガンバ大阪特別指定選手として登録。フルプロ契約の確証は薄くprobable。,probable,2026-07-19
23144,中島 宏海,B_no_confirmed_article,university,流通経済大学,https://web.gekisaka.jp/player/?26297-13784-jp=,ゲキサカ選手ページに経歴「筑陽学園中-筑陽学園高-流通経済大-ブリオベッカ浦安-盛岡」と記載。流通経済大学から2016年JFLブリオベッカ浦安加入。,confirmed,2026-07-19
23182,岩壁 裕也,C_auto_high_conf,university,東海大学,https://web.gekisaka.jp/player/?42182-42182-jp,ゲキサカ選手ページに経歴「横浜FMJrユースみなとみらい-横浜FMユース-東海大-YS横浜」と記載。マリノスユースからトップ昇格せず東海大学経由で2017年YS横浜入り。,confirmed,2026-07-19
12010,小野寺 建人,C_auto_high_conf,university,常葉大学,https://www.tokoha-u.ac.jp/archive-news/131219/,大学公式ニュースに「小野寺建人選手と徳武正之選手がツエーゲン金沢へ入団決定」「常葉学園橘高校から常葉大学浜松キャンパスに進学」と記載。2014年ツエーゲン金沢加入。,confirmed,2026-07-19
32373,安東 大介,C_auto_high_conf,university,愛知学院大学,https://web.gekisaka.jp/player/?23857-10383-jp,ゲキサカ選手ページに経歴「末広中-藤枝明誠高-愛知学院大-トヨタL&F静岡-(独5部等)-藤枝」と記載。大学卒業後に社会人・海外アマチュアを経てJ3藤枝MYFCへ。教育機関としては大学が最終。,probable,2026-07-19
54726,西袋 裕太,C_auto_high_conf,university,神奈川大学,https://sports.yahoo.co.jp/column/detail/2024080501815-spnaviow,スポーツナビ記事に経歴「道祖土サッカー少年団-浦和レッズJrユース-浦和レッズユース-神奈川大-横浜猛蹴FC-VONDS市原FC-ブリオベッカ浦安-FC今治」と記載。大学後に複数の社会人・JFLクラブを経てプロ入りしており経路がやや不明瞭。,probable,2026-07-19
18980,加倉井 拓弥,C_auto_high_conf,j_club_academy,FC町田ゼルビアユース,https://web.gekisaka.jp/player/?38481-38481-jp=,ゲキサカ選手ページに「経歴=町田ユース-青山学院大」「2015年FC町田ゼルビア2種登録選手」と記載。2015年の天皇杯出場時点ではユース所属のまま2種登録で、直後に青山学院大学へ進学。観測年(2015)時点の直前所属はユース。,confirmed,2026-07-19
44932,小林 陸玖,C_auto_high_conf,university,東海大学,https://www.gainare.co.jp/news/detail/42344/,クラブ公式加入内定発表タイトルに「小林陸玖選手（東海大学）加入内定のお知らせ」と明記。東海大学付属高輪台高校を経て東海大学、2022年ガイナーレ鳥取加入。,confirmed,2026-07-19
11361,山之内 優貴,C_reviewed,high_school,鹿児島実業高等学校,https://web.gekisaka.jp/news/jleague/detail/?177355-177355-fl=,ゲキサカ記事見出しに「北九州が鹿実出身21歳MF山之内の退団を発表」と記載。鹿児島実業高校卒業後、大学経由せず2013年ギラヴァンツ北九州入団。,confirmed,2026-07-19
19184,山川 デション諒,C_reviewed,high_school,沖縄県立前原高等学校,https://web.gekisaka.jp/news/jleague/detail/?179631-179631-fl=,ゲキサカ記事に「山川デション諒選手は前原高校出身のFW」と明記。2015年末にFC琉球へ地元高校生として新加入発表。,confirmed,2026-07-19
29318,伊藤 遼哉,C_reviewed,undeterminable,,,シドニー・スイス在住を経てバイエルン・ミュンヘン下部組織、シャルケ04、フォルトゥナ・デュッセルドルフ等海外クラブアカデミーで育成され2018年サガン鳥栖加入。日本国内の大学/高校/Jクラブアカデミー/JFAアカデミー/街クラブのいずれにも該当せず、決定ルールのカテゴリでは分類不能。,undeterminable,2026-07-19
9194,松田 悠佑,C_unknown_label,university,京都産業大学,https://university-rank.com/ranking_footballplayer_00000135.htm,大学出身選手一覧サイトに「滋賀県立北大津高等学校卒業→京都産業大学経済学部卒業」「FC琉球→サウルコス福井→...」と経歴記載。京都産業大学からFC琉球へ2014年加入。,confirmed,2026-07-19
11029,阿波加 俊太,C_unknown_label,j_club_academy,北海道コンサドーレ札幌ユース,https://www.consadole.net/akik/article/1392,クラブサポーターズブログに「トップ昇格おめでとう2012～阿波加俊太」と題し、コンサドーレ札幌U-18から中原彰吾・永坂勇人・阿波加俊太ら6名が2013シーズントップ昇格と記載。,confirmed,2026-07-19
45084,上笹貫 剣,C_unknown_label,university,パシフィック大学(米国),https://grulla-morioka.jp/tab02_team/20250101_03/,クラブ公式移籍発表ページに「セントジョンボスコ高等学校-パテアドールアカデミーU-19-パシフィック大学(米国)-いわてグルージャ盛岡」と経歴記載。米国大学からプロ入り。,confirmed,2026-07-19
23214,森 俊介,C_unknown_label,university,関西学院大学,https://www.albirex.co.jp/team/player/2019/22/,クラブ公式選手ページに出身高校「東山高校」出身大学「関西学院大学」と明記。2016年11月にアルビレックス新潟入団発表。,confirmed,2026-07-19
11324,永坂 勇人,C_unknown_label,j_club_academy,北海道コンサドーレ札幌ユース,https://www.consadole.net/akik/article/1392,クラブサポーターズブログに「トップ昇格おめでとう2012」と題し、コンサドーレ札幌U-18から中原彰吾・永坂勇人・堀米悠斗・神田夢実・阿波加俊太・深井一希の6名が2013シーズントップ昇格と記載。,confirmed,2026-07-19
23323,松岡 昂哉,C_reviewed,j_club_academy,愛媛FC U-18,https://web.gekisaka.jp/player/?42338-42338-jp=,ゲキサカ選手ページに経歴「愛媛Jrユース-愛媛FC U-18-阪南大」「2017年愛媛FC2種登録選手」と記載。観測年(2017)時点はU-18在籍中の2種登録で、大学進学はその後。,confirmed,2026-07-19
23544,本庄 竜大,C_no_confirmed_article,j_club_academy,栃木SCユース,https://www.tochigisc.jp/info/11614,クラブ公式サイトに経歴「栃木SCジュニアユース→栃木SCユース→栃木SC→ブランデュー弘前FC」と記載。高校3年時の2017年9月に2種登録、2018年トップ昇格。,confirmed,2026-07-19
12118,中井 英人,C_no_confirmed_article,university,関西大学,https://ameblo.jp/kss-press/entry-12002898248.html,関西学生サッカーPRESSのブログ記事タイトルに「新人紹介⑧ 中井英人（ヴィッセル神戸Ｕ－１８→関西大）」と明記。ヴィッセル神戸ユースから関西大学へ進学(2019年卒)、その後ドイツへ。,confirmed,2026-07-19
23287,中島 大雅,C_no_confirmed_article,university,関西福祉大学,https://www.u-presscenter.jp/article/post-41566.html,大学プレスセンター記事に「2015-2017年ガンバユースに所属」「2018年〜関西福祉大学サッカー部に所属」と記載。ガンバユースからトップ昇格せず関西福祉大学へ進学。,confirmed,2026-07-19
12148,金井 亮太,C_no_confirmed_article,university,日本大学,https://ameblo.jp/nihonuniversityfootball/entry-12459173082.html,日本大学サッカー部公式ブログに本人が「水戸ホーリーホック出身」でユース3年間を経て大学進学したと明記。文理学部体育学科所属。,confirmed,2026-07-19
23318,和田 健太郎,C_no_confirmed_article,university,京都産業大学,https://ksu-athletic.ldblog.jp/archives/52188290.html,京産大アスレチックのインタビュー記事に「翼イレブン-ガンバ大阪ジュニアユース-ガンバ大阪ユース-京産大」と経歴記載。京都産業大学在学中の2017年にガンバ大阪特別指定選手に選出。,confirmed,2026-07-19
23121,小野 敬輔,C_no_confirmed_article,undeterminable,,,選手名での検索で該当する外部ソースを発見できず(同姓同名の別人・無関係な人物の情報のみヒット)。ゲキサカ等の選手ページも特定できなかった。Wikipediaに記載がある可能性があるが根拠として使用不可のためundeterminable。,undeterminable,2026-07-19
11332,木部 未嵐,C_no_confirmed_article,high_school,静岡学園高等学校,https://www.yamaga-fc.com/archives/28403,クラブ公式サイトに「木部未嵐選手(静岡学園高校) 来季新加入内定のお知らせ」と明記。大学経由せず高校から2013年松本山雅FC入団(公式戦出場なく同年退団)。,confirmed,2026-07-19
23135,西嶋 有矢,C_no_confirmed_article,undeterminable,,,サンフレッチェ広島ユースから福岡大学へ進学し2017年ガイナーレ鳥取加入という情報が複数の検索結果で一致したが、非Wikipediaの一次情報源に到達できずundeterminable(Wikipediaのみに記載の可能性)とした。,undeterminable,2026-07-19
