source_player_id,name_ja,name_en,wikipedia_title,moved_overseas_wiki,overseas_confidence,overseas_reason,overseas_evidence,reviewed_moved_overseas,reviewer_note
10923,シュミット ダニエル,SCHMIDT Daniel,シュミット・ダニエル,yes,needs_review,retracted_language_present,2019年7月1日、ジュピラー・プロ・リーグ・シント＝トロイデンVVへの完全移籍が発表され、7月13日の鹿島アントラーズ戦が仙台での最後の試合となった,1,ジュピラー・プロ・リーグへ完全移籍が発表された
11011,梅鉢 貴秀,Takahide UMEBACHI,梅鉢貴秀,yes,needs_review,weak_country_move_signal_only,2023年1月20日、オーストラリアのサザーランド・シャークスFCへの移籍が発表された,1,オーストラリア・サザーランド・シャークスFCへの移籍が発表された
11037,岩上 祐三,Yuzo IWAKAMI,岩上祐三,yes,needs_review,weak_country_move_signal_only,2025年7月9日、オーストラリアのサウス・メルボルンFCへの加入が発表された,1,オーストラリア・サウス・メルボルンFCへの加入が発表された
11070,上福元 直人,KAMIFUKUMOTO Naoto,上福元直人,yes,needs_review,weak_country_move_signal_only,加入後は韓国代表ソン・ボムグンから即座にポジションを奪うと、シーズン終了までの全11試合に出場した,0,韓国代表選手からポジションを奪ったという競合選手の記述
11183,沼田 圭悟,Keigo NUMATA,沼田圭悟,yes,needs_review,retracted_language_present,2011年にはサンパウロ州選手権セリエA1（1部相当）所属のパウリスタFCの入団テストに合格したが、怪我の為に契約は見送られた,0,入団テスト合格も怪我で契約見送り、移籍不成立
11191,林 彰洋,HAYASHI Akihiro,林彰洋,yes,needs_review,retracted_language_present,2008年3月にリーグ・アンのFCメスの入団テストを受験するも不合格,0,入団テスト不合格
11234,木下 康介,KINOSHITA Kosuke,木下康介,yes,needs_review,retracted_language_present,=== 海外挑戦 ===,1,フライブルクと複数年プロ契約を締結（フルコンテキストで確認）
11280,前田 尚輝,Naoki MAEDA,前田尚輝,yes,needs_review,weak_country_move_signal_only,2021年2月6日、フィンランド・ウッコネン（2部）のムサン・サラマへの移籍が発表された,1,フィンランド・ムサン・サラマへの移籍が発表された
11287,富居 大樹,Daiki TOMII,富居大樹,yes,needs_review,weak_country_move_signal_only,谷がガンバに復帰した2023シーズンは、代わって韓国代表ソン・ボムグンが加入,0,韓国代表選手が加入したという競合選手の記述
11292,渋谷 飛翔,SHIBUYA Tsubasa,渋谷飛翔,yes,needs_review,weak_country_move_signal_only,2018シーズンからは、オーストラリア代表ミッチェル・ランゲラックの加入もあってベンチ入りすら厳しくなった,0,オーストラリア代表選手が加入したという競合選手の記述
11341,太田 岳志,OTA Gakuji,太田岳志,yes,needs_review,weak_country_move_signal_only,夏には韓国代表歴のある具聖潤が加入したが、出場機会を争い、14試合に出場した,0,韓国代表歴のある選手が加入したという競合選手の記述
11884,高瀬 証,Akira TAKASE,高瀬証,yes,needs_review,weak_country_move_signal_only,2007年よりアルビレックス新潟シンガポールに入団した,1,アルビレックス新潟シンガポールに入団（シンガポールでプレーする実質的な海外移籍）
11978,前 寛之,MAE Hiroyuki,前寛之,yes,needs_review,weak_country_move_signal_only,2014年7月、タイ・ディヴィジョン1リーグのコーンケンFCへ期限付き移籍,1,タイ・コーンケンFCへ期限付き移籍
11990,伊佐 耕平,ISA Kohei,伊佐耕平,yes,needs_review,weak_country_move_signal_only,本人曰く「上下関係なく誰にでもズバズバ行けるタイプ」で、動画内では新加入の後輩選手を優しく迎え入れたり、時には先輩選手を弄る姿も見せている,0,無関係（人柄に関する記述）
12096,鈴木 優磨,SUZUKI Yuma,鈴木優磨,yes,needs_review,retracted_language_present,2019年7月15日、ベルギー1部のシント＝トロイデンVVとクラブ間合意したことを発表した,1,シント＝トロイデンVVとクラブ間合意を発表
12102,浦田 樹,Itsuki URATA,浦田樹,yes,needs_review,retracted_language_present,2019年3月2日、ウクライナ・プレミアリーグのFCゾリャ・ルハーンシクに加入することが発表された,1,FCゾリャ・ルハーンシクへの加入が発表された
12136,手塚 康平,TEZUKA Kohei,手塚康平,yes,needs_review,weak_country_move_signal_only,2015年、ニュージーランド・オネハンガ・スポーツに加入,1,ニュージーランド・オネハンガ・スポーツに加入
12158,高木 利弥,Toshiya TAKAGI,高木利弥,yes,needs_review,weak_country_move_signal_only,2023年7月1日、カンボジア・リーグ所属のティフィ・アーミーFCへ移籍したことを発表された,1,カンボジア・ティフィ・アーミーFCへ移籍
1484,曽ヶ端 準,Hitoshi SOGAHATA,曽ヶ端準,yes,needs_review,weak_country_move_signal_only,2017年は韓国代表のクォン・スンテが加入し、開幕直後はレギュラー争いで敗れるもシーズン後半からレギュラーを勝ち取った,0,韓国代表選手が加入したという競合選手の記述
15765,鎌田 大地,Daichi KAMADA,鎌田大地,yes,needs_review,retracted_language_present,2017年6月24日にブンデスリーガのアイントラハト・フランクフルトに完全移籍することでクラブ間が合意したことが発表された,1,アイントラハト・フランクフルトへの完全移籍が合意（鎌田大地、著名な実例）
15766,福満 隆貴,Takaki FUKUMITSU,福満隆貴,yes,needs_review,weak_country_move_signal_only,加入1年目から中嶋雄大と並ぶチーム最多タイの8得点を記録,0,無関係（国内での得点記録）
15808,西村 拓真,NISHIMURA Takuma,西村拓真,yes,needs_review,weak_country_move_signal_only,2024年1月10日、スイススーパーリーグ・セルヴェットFCへ期限付き移籍することが発表された,1,スイス・セルヴェットFCへ期限付き移籍
15900,黒川 淳史,KUROKAWA Atsushi,黒川淳史,yes,needs_review,weak_country_move_signal_only,2025年2月、ブルガリアプロサッカーリーグのスパルタク・ヴァルナへの期限付き移籍が発表された,1,ブルガリア・スパルタク・ヴァルナへ期限付き移籍
15902,波多野 豪,HATANO Go,波多野豪,yes,needs_review,weak_country_move_signal_only,2022年は降格したベガルタ仙台から元ポーランド代表ヤクブ・スウォビィクが加入,0,元ポーランド代表選手が加入したという競合選手の記述
15907,冨安 健洋,Takehiro TOMIYASU,冨安健洋,yes,needs_review,retracted_language_present,2018年1月8日、ベルギー1部のシント＝トロイデンVVに移籍することが発表された,1,シント＝トロイデンVVへの移籍が発表された（冨安健洋、著名な実例）
15913,森島 司,MORISHIMA Tsukasa,森島司,yes,needs_review,weak_country_move_signal_only,2019年12月、広島加入時の監督である森保一が指揮するEAFF E-1サッカー選手権2019に出場する日本代表に初選出され、12月10日の中国戦で代表初出場,0,代表招集（E-1選手権）の話、クラブ移籍ではない
1615,中村 俊輔,Shunsuke NAKAMURA,中村俊輔,yes,needs_review,retracted_language_present,ケガが癒えた直後の同年7月、イタリアのセリエAのレッジーナに移籍,1,セリエAレッジーナへ移籍（中村俊輔、著名な実例）
19465,渡辺 皓太,WATANABE Kota,渡辺皓太,yes,needs_review,weak_country_move_signal_only,キャプテン就任直後だったこともあり、ヴェルディサポーターから不満の声も上がり、ヴェルディの公式サイトでは「渡辺皓太選手移籍に関して永井秀樹監督から東京ヴェルディを支えてくださる皆様へ」というタイトルで声明を発表する事態となった,0,国内移籍騒動、海外の言及なし
19610,柳 育崇,YANAGI Yasutaka,柳育崇,yes,needs_review,weak_country_move_signal_only,2017年に専修大学からアルビレックス新潟シンガポールへ加入,1,アルビレックス新潟シンガポールへ加入
19690,久保 建英,Takefusa KUBO,久保建英,yes,needs_review,weak_country_move_signal_only,川崎フロンターレアカデミーから移籍しスペインに渡る,1,スペインに渡る（久保建英、著名な実例）
2184,土屋 征夫,Yukio TSUCHIYA,土屋征夫,yes,needs_review,weak_country_move_signal_only,ブラジルでプレーする土屋の存在を知ったヴェルディ川崎から練習参加のオファーが届き帰国、1997年にV川崎とプロ契約を結んだ,1,帰国前にブラジルでプレーしていたことを確認できる記述
23130,茂木 秀,MOGI Shu,茂木秀,yes,needs_review,weak_country_move_signal_only,同年5月26日、登録ウインドーの適用例外措置で、GKが負傷により不足したJ3リーグFC今治に期限付き移籍先が変更された,0,登録ウインドー例外措置の話、国内クラブ間の移籍
23186,小松 駿太,Hayata KOMATSU,小松駿太,yes,needs_review,weak_country_move_signal_only,2023年、韓国・K3リーグの慶州韓国水力原子力FCへ完全移籍,1,韓国K3リーグへ完全移籍
23194,髙橋 壱晟,TAKAHASHI Issei,髙橋壱晟,yes,needs_review,weak_country_move_signal_only,元々大学進学も考えていたが、クラブスタッフやパラグアイ代表のアランダの説得もあり、千葉への入団を決めた,0,パラグアイ代表選手に説得され国内クラブ（千葉）へ入団した、という記述
23215,河田 篤秀,KAWATA Atsushi,河田篤秀,yes,needs_review,weak_country_move_signal_only,9月23日の北海道コンサドーレ札幌戦（札幌ドーム）、前半30分に札幌ゴールキーパーのク・ソンユンとの接触プレーにより負傷退場した富山貴光との交代によって途中出場すると、2点ビハインドの展開で後半80分にJリーグ移籍後初ゴール、さらに87分に同点ゴールを挙げて引き分けに持ち込んだことで呂比須ワグナー監督からの信頼を獲得,0,無関係（対戦相手GKとの接触プレー）
23232,谷口 智紀,Tomoki TANIGUCHI,谷口智紀,yes,needs_review,weak_country_move_signal_only,2025年7月、カンボジア・リーグのティフィー・アーミーFCに移籍,1,カンボジア・ティフィー・アーミーFCに移籍
23258,塚川 孝輝,TSUKAGAWA Koki,塚川孝輝,yes,needs_review,weak_country_move_signal_only,2026年1月15日、タイ王国のPTプラチュワップFCに加入することが発表された,1,タイ王国のPTプラチュワップFCに加入
23383,藤本 寛也,Kanya FUJIMOTO,藤本寛也,yes,needs_review,weak_country_move_signal_only,2020年8月5日、ポルトガルリーグ1部のジル・ヴィセンテへの期限付き移籍が発表された,1,ポルトガル1部ジル・ヴィセンテへ期限付き移籍
2779,山本 英臣,YAMAMOTO Hideomi,山本英臣,yes,needs_review,weak_country_move_signal_only,広島側が1本止められた状態での4-4の5人目として登場し、これを落ち着いて左側へ決めてチーム加入20年目で初のメジャータイトル獲得に貢献した,0,無関係（PK戦の記述）
29247,谷口 海斗,TANIGUCHI Kaito,谷口海斗,yes,needs_review,weak_country_move_signal_only,2026年1月30日、オーストラリアのセントラルコースト・マリナーズFCへの移籍加入が正式に発表された,1,オーストラリア・セントラルコースト・マリナーズFCへ移籍
29257,山口 一真,YAMAGUCHI Kazuma,山口一真,yes,needs_review,retracted_language_present,ブンデスリーガのフォルトゥナ・デュッセルドルフにも練習参加するなど複数クラブから注目されたが、鹿島アントラーズに加入が内定した,0,練習参加止まり、最終的に鹿島アントラーズ（国内）加入
29275,佐野 翼,Tsubasa SANO,佐野翼,yes,needs_review,weak_country_move_signal_only,2017年、順天堂大学からアルビレックス新潟シンガポールへ加入,1,アルビレックス新潟シンガポールへ加入
29293,坪井 清志郎,TSUBOI Kiyoshiro,坪井清志郎,yes,needs_review,weak_country_move_signal_only,2021年、アルビレックス新潟シンガポールに期限付き移籍,1,アルビレックス新潟シンガポールへ期限付き移籍
29344,浅川 隼人,ASAKAWA Hayato,浅川隼人,yes,needs_review,weak_country_move_signal_only,途中加入ながらチーム3位タイの6得点を記録し、残留に貢献した,0,無関係（得点記録）
29441,松岡 大起,MATSUOKA Daiki,松岡大起,yes,needs_review,retracted_language_present,2022年終了後、海外移籍を試みたものの、目標であるヨーロッパからのオファーは無く、2023年もチームに残留,0,海外移籍を試みたがオファーなく国内残留
29445,倍井 謙,MASUI Ken,倍井謙,yes,needs_review,weak_country_move_signal_only,2026年1月28日（日本時間1月29日）、ベルギーのKベールスホットVAに2025-26シーズン終了までの期限付き移籍で加入した,1,ベルギー・KベールスホットVAへ期限付き移籍
3127,玉田 圭司,Keiji TAMADA,玉田圭司,yes,needs_review,weak_country_move_signal_only,当時「ワールドカップ出場が夢」と語っていた玉田は、翌年に控えるドイツワールドカップでの代表選出を目指してJ1チームの移籍先を探すこととなる,0,ワールドカップ代表選出を目指すという話、国内クラブ探しの文脈
3165,相馬 崇人,Takahito SOMA,相馬崇人,yes,needs_review,retracted_language_present,浦和との3年契約を満了し、念願の欧州移籍を模索していた2008年のシーズンオフ、ドイツ・ブンデスリーガ2部のフライブルクから獲得を前提にした練習参加のオファーを受けるも交渉が長引いたために渡独直前で消滅,0,フライブルクとの交渉が渡独直前で消滅
32388,佐野 海舟,Kaishu SANO,佐野海舟,yes,needs_review,retracted_language_present,またシーズン終了後には、ドイツ1部のヴェルダー・ブレーメンからオファーを受けたが、残留した,0,ヴェルダー・ブレーメンのオファーを受けたが残留
32719,中村 帆高,NAKAMURA Hotaka,中村帆高,yes,needs_review,retracted_language_present,コロナ禍によるリーグ戦中断とその後の過密日程に加え、右サイドバックの室屋成が海外移籍したことにより、右サイドバックとしては中村拓海と、左サイドバックとしては小川諒也とポジションを分け合う形となった,0,室屋成という別選手の海外移籍に関する記述
37534,武田 英寿,TAKEDA Hidetoshi,武田英寿,yes,needs_review,weak_country_move_signal_only,6月15日、J2第19節モンテディオ山形戦で、後半アディショナルタイムに移籍後初得点の直接フリーキックを決め、3-4の逆転勝利に貢献した,0,無関係（国内移籍後初ゴールの記述）
37949,横山 歩夢,Ayumu YOKOYAMA,横山歩夢,yes,needs_review,weak_country_move_signal_only,2025年2月4日、2024-25シーズン終了までの期限付き移籍でベルギーのヨング・ヘンク（KRCゲンクのリザーブチーム）に加わることになった,1,ベルギー・ヨング・ヘンクへ期限付き移籍
4273,小笠原 満男,Mitsuo OGASAWARA,小笠原満男,yes,needs_review,retracted_language_present,2005年シーズン途中にイタリア・セリエAのレッチェからのオファーを受け移籍を志願したが、優勝争いをしている最中ということもあり、クラブがオファーを断り破談に終わった,0,レッチェのオファーをクラブが拒否し破談
4381,遠藤 保仁,Yasuhito ENDO,遠藤保仁,yes,needs_review,weak_country_move_signal_only,翌2002年に監督に就任した西野朗の下、攻撃的なスタイルを標榜するチームの中心選手になり、移籍3年目の2003年に初めてJリーグベストイレブンを受賞する,0,国内移籍（ガンバ大阪）3年目の話
44767,宮崎 鴻,MIYAZAKI Ko,宮崎鴻,yes,needs_review,weak_country_move_signal_only,3月16日、J2第5節の水戸ホーリーホック戦で後半33分から途中出場し、アディショナルタイムに移籍後初ゴールをマーク,0,無関係（国内移籍後初ゴールの記述）
44972,岩渕 弘人,IWABUCHI Hiroto,岩渕弘人,yes,needs_review,weak_country_move_signal_only,同年4月20日のJ2第12節ロアッソ熊本戦で、前半30分の輪笠祐士のゴールをアシスト、前半アディショナルタイムには移籍後初ゴールを記録した,0,無関係（国内移籍後初ゴールの記述）
45029,深川 大輔,FUKAGAWA Daisuke,深川大輔,yes,needs_review,weak_country_move_signal_only,2025年1月8日、香港流浪足球会への移籍を発表,1,香港流浪足球会への移籍を発表
49780,安斎 颯馬,ANZAI Soma,安斎颯馬,yes,needs_review,weak_country_move_signal_only,2026年1月24日、ポルトガルのFCペナフィエルに2025-26シーズン終了までの期限付き移籍で加入することが発表された,1,ポルトガル・FCペナフィエルへ期限付き移籍
5818,坂田 大輔,Daisuke SAKATA,坂田大輔,yes,needs_review,weak_country_move_signal_only,目標としていたリーグ戦での二桁得点も達成し、イタリア・SSラツィオへの移籍交渉を進めていたが、負傷により立ち消えとなった,0,SSラツィオとの移籍交渉が負傷で立ち消え
6249,菅野 孝憲,SUGENO Takanori,菅野孝憲,yes,needs_review,weak_country_move_signal_only,するとク・ソンユンが兵役のため、韓国へ移籍すると第2節からレギュラーに定着,0,韓国代表選手（ク・ソンユン）が兵役で韓国へ移籍、という競合選手の記述
6419,今野 泰幸,Yasuyuki KONNO,今野泰幸,yes,needs_review,weak_country_move_signal_only,2004年に「J1であること」、「若手の出場機会が多い」、「まだタイトルを取った事が無いチームで、チームと共に成長できると思った」ことが決め手となり、J1のFC東京に完全移籍した,0,国内移籍（FC東京）の話
6444,山本 海人,Kaito YAMAMOTO,山本海人,yes,needs_review,weak_country_move_signal_only,しかし、2016年になると韓国代表の金承奎の加入により控えに降格し、6年ぶりにリーグ戦の出場機会なしに終わった,0,韓国代表選手が加入したという競合選手の記述
6656,松井 謙弥,Kenya MATSUI,松井謙弥,yes,needs_review,weak_country_move_signal_only,2023年3月22日、台湾社会人甲級サッカーリーグの台中Futuroへの移籍が発表された,1,台湾・台中Futuroへ移籍
6679,梶山 陽平,Yohei KAJIYAMA,梶山陽平,yes,needs_review,weak_country_move_signal_only,2013年1月1日、ギリシャ・スーパーリーグのパナシナイコスFCへ期限付き移籍,1,ギリシャ・パナシナイコスFCへ期限付き移籍
6816,荻 晃太,Kota OGI,荻晃太,yes,needs_review,weak_country_move_signal_only,しかし、韓国代表のキム・スンギュが同時期に加入したこともあり出場機会は無かった,0,韓国代表GKが加入したという競合選手の記述
6836,徳重 健太,TOKUSHIGE Kenta,徳重健太,yes,needs_review,weak_country_move_signal_only,その後は山本海人や韓国代表のキム・スンギュらが加入し、出場機会が減少した,0,韓国代表選手らが加入したという競合選手の記述
6849,山形 辰徳,Tatsunori YAMAGATA,山形辰徳,yes,needs_review,weak_country_move_signal_only,2004シーズンはアルビレックス新潟シンガポールに期限付き移籍した,1,アルビレックス新潟シンガポールへ期限付き移籍
6857,田中 佑昌,Yusuke TANAKA,田中佑昌,yes,needs_review,weak_country_move_signal_only,アビスパ福岡入団からしばらくは髪型はミディアムヘアだったが、2007年頃から長髪にし、後ろで髪を結ぶスタイルを今でも続けている,0,無関係（髪型に関する記述）
7090,前田 俊介,Shunsuke MAEDA,前田俊介,yes,needs_review,weak_country_move_signal_only,FC東京監督の大熊清は「前で時間を作れるタイプ」「（控え組主体の）練習試合をすると一番結果を出している」と評価し、第90回天皇杯4回戦対千葉戦で加入以来初の先発フル出場を果たした,0,無関係（監督評とフル出場の記述）
7198,大井 健太郎,Kentaro OI,大井健太郎,yes,needs_review,weak_country_move_signal_only,2023年1月30日、イースタン・ライオンズSC（オーストラリア）への移籍が発表された,1,オーストラリア・イースタン・ライオンズSCへ移籍
7213,内村 圭宏,Yoshihiro UCHIMURA,内村圭宏,yes,needs_review,weak_country_move_signal_only,愛媛FCに加入した2007年の新加入選手紹介記者会見で内村は「走る部分は自信がないが、これから頑張りたい」と発言しているが、2010年の札幌に移籍後の新体制発表会見では「持ち味は走り回ること」、「走ったら調子が出るタイプ」と発言しており、愛媛時代の当時の監督望月一仁の指導方針が成長を促した,0,国内移籍（愛媛→札幌）会見での発言の話
7305,尾崎 瑛一郎,Eiichiro OZAKI,尾崎瑛一郎,yes,needs_review,weak_country_move_signal_only,2007年には新潟シンガポールに完全移籍したが、同年限りで解雇される,1,新潟シンガポールへ完全移籍
7311,石井 謙伍,Kengo ISHII,石井謙伍,yes,needs_review,weak_country_move_signal_only,2018年、タイリーグ2部のサムットサーコーンFCへの完全移籍が発表された,1,タイリーグ2部サムットサーコーンFCへ完全移籍
7442,徳永 悠平,Yuhei TOKUNAGA,徳永悠平,yes,needs_review,weak_country_move_signal_only,2008年からの長友佑都加入に伴い、FC東京のその時点でのチーム状況や、対戦相手の選手の特長によって徳永・長友がSBの左右を入れ替えて起用されるなど左SBを務める機会も多かったことから、岡田武史日本代表監督からは「DFであればどこでもできて、フィジカルが強い」と評価され、10月8日のアジアカップ予選・香港戦に途中出場しA代表デビュー,0,国内チーム内でのポジション争い、長友加入に関する記述
7450,菊地 直哉,Naoya KIKUCHI,菊地直哉,yes,needs_review,retracted_language_present,3年時にはオランダのエールディヴィジに所属するフェイエノールトの練習に参加し入団目前までいったが、条件が折り合わず破談となった,0,フェイエノールト練習参加も条件折り合わず破談
7465,桐畑 和繁,Kazushige KIRIHATA,桐畑和繁,yes,needs_review,weak_country_move_signal_only,しかし、2020年に韓国代表GKキム・スンギュが加入,0,韓国代表GKが加入したという競合選手の記述
7485,西 大伍,Daigo NISHI,西大伍,yes,needs_review,retracted_language_present,2014年には、ポルトガル1部リーグのCSマリティモへ練習参加し、鹿島の練習始動日に遅れて参加したため、規律違反処分を受けた,0,CSマリティモへの練習参加のみ、移籍は確認できず
7523,柏木 陽介,Yosuke KASHIWAGI,柏木陽介,yes,needs_review,retracted_language_present,柏木本人がブンデスリーガへの移籍を希望していた ほか、シーズン終了後に広島のJ2降格が決定したことから複数クラブからのオファーがあった が、最終的に広島に残留した,0,ブンデスリーガ移籍希望もオファー含め最終的に広島残留
7772,西河 翔吾,Shogo NISHIKAWA,西河翔吾,yes,needs_review,weak_country_move_signal_only,しかし、ディフェンダーにパスワークへの参加、足元の技術を求めるミハイロ・ペトロヴィッチ監督のスタイルに対応することが出来ず、半年後の2009年6月には、主力に怪我人が続出していたモンテディオ山形へ再びレンタル移籍した,0,国内移籍（モンテディオ山形）レンタルの話
7860,長沢 駿,NAGASAWA Shun,長沢駿,yes,needs_review,weak_country_move_signal_only,移籍後2試合目の出場となった8月26日のJ1第24節・横浜FM戦では、元スペイン代表のアンドレス・イニエスタの浮き球パスを外したシーンをスペインメディアの「アス」にネガティブな形で取り上げられた,0,無関係（イニエスタとの接触プレーの報道）
7974,曽我部 慶太,Keita SOGABE,曽我部慶太,yes,needs_review,weak_country_move_signal_only,タイなど東南アジアクラブのチャレンジを行なったが契約締結には至らず、2017年8月にJFLの奈良クラブへの移籍が発表された,0,東南アジアクラブへの挑戦も契約締結には至らず、国内（奈良クラブ）へ
8146,興梠 慎三,Shinzo KOROKI,興梠慎三,yes,needs_review,weak_country_move_signal_only,また、2021年は控えに回る事が多く、出場機会に恵まれない時期にペトロヴィッチから「お前は追加タイム1分に出るような選手じゃない」と連絡を受け、2021年オフに約束を果たす形で札幌へ期限付き移籍することとなった,0,国内移籍（札幌）期限付き移籍の話
8190,柿谷 曜一朗,Yoichiro KAKITANI,柿谷曜一朗,yes,needs_review,retracted_language_present,この活躍によりドイツ1部・ニュルンベルクから移籍オファーを受け、本人曰く「98%くらい（ドイツへ）行く気やった」というが、シーズン終了後に森島寛晃の自宅に招かれ、直々に背番号「8」の継承を要請されたことに感激し、「迷わず、セレッソで8番をつける方を取った」と残留を決意,0,ニュルンベルクのオファーを断り セレッソ残留を決意
8196,高山 薫,Kaoru TAKAYAMA,高山薫,yes,needs_review,weak_country_move_signal_only,2023年1月20日、台湾社会人甲級サッカーリーグの台中Futuroへの移籍が発表された,1,台湾・台中Futuroへ移籍
8385,高木 駿,TAKAGI Shun,高木駿,yes,needs_review,weak_country_move_signal_only,加入当初はGKを起点としてビルドアップをしていく大分のサッカースタイルへの戸惑いを見せながらも、開幕節・福岡戦と第2節・東京V戦と2試合連続で先発出場を果たした,0,国内移籍（大分）の話
8394,大竹 洋平,Yohei OTAKE,大竹洋平,yes,needs_review,weak_country_move_signal_only,2023年12月13日、2024-25シーズンよりアルビレックス新潟シンガポールに完全移籍で加入することが発表された,1,アルビレックス新潟シンガポールへ完全移籍
8445,水沼 宏太,Kota MIZUNUMA,水沼宏太,yes,needs_review,retracted_language_present,海外移籍を目指しリーガ1（ルーマニア1部リーグ）のFCウニヴェルシタテア・クルジュにテスト参加したが 合意に至らず断念,0,ルーマニアクラブのテスト参加も合意に至らず断念
8543,千葉 和彦,CHIBA Kazuhiko,千葉和彦,yes,needs_review,retracted_language_present,=== 海外挑戦 ===,1,AGOVVアペルドールンとアマチュア契約を締結（フルコンテキストで確認）
8616,六反 勇治,ROKUTAN Yuji,六反勇治,yes,needs_review,weak_country_move_signal_only,この年も開幕スタメンに抜擢されたが、5失点と不調なスタートを切り、以降は南や若手の市川暉記とポジションを争いながら出場を続けていたが、夏にオリンピックドイツ代表のスベンド・ブローダーセンが加入すると一気に出場が限られポジションを奪われる形となり、セカンドキーパーに降格した,0,ドイツ五輪代表GKが加入したという競合選手の記述
8774,島川 俊郎,SHIMAKAWA Toshio,島川俊郎,yes,needs_review,weak_country_move_signal_only,引退後は鳥栖市を拠点とし、かつての在籍クラブを訪れながら愛車での日本一周を行なっていたが、台湾社会人甲級サッカーリーグの台中FUTUROからのオファーを受け、2024年7月20日に同クラブへの入団が発表された,1,台湾・台中FUTUROへの入団が発表された
8775,仙石 廉,Ren SENGOKU,仙石廉,yes,needs_review,retracted_language_present,スペイン1部リーグのマジョルカからもプロC契約のオファーが届いたが、最終的に国内残留を決断し、酒井宏樹、工藤壮人、武富孝介、山崎正登、比嘉厚平と共にトップチームへ昇格した,0,マジョルカのオファーを受けたが国内残留を決断
8782,工藤 壮人,Masato KUDO,工藤壮人,yes,needs_review,retracted_language_present,2015年12月29日、メジャーリーグサッカーのバンクーバー・ホワイトキャップスに完全移籍することが発表された,1,MLSバンクーバー・ホワイトキャップスへ完全移籍が発表された
8783,指宿 洋史,Hiroshi IBUSUKI,指宿洋史,yes,needs_review,retracted_language_present,日本でサッカー指導しているスペイン人サッカーコーチのジョアン・サルバンスの目に止まり、スペイン、セグンダ・ディビシオン（2部）のジローナFCの入団テスト参加を持ちかけられる,1,レアル・サラゴサB/CEサバデル等で実際に長期プレー（フルコンテキストで確認）
8870,山田 樹,Itsuki YAMADA,山田樹,yes,needs_review,weak_country_move_signal_only,立命館大学を経て、2013年シーズンにアルビレックス新潟シンガポールへ入団した,1,アルビレックス新潟シンガポールへ入団
