source_player_id,name_ja,name_en,tier,wikipedia_title,any_national_team_selection,national_team_categories,national_team_reason,wikipedia_national_team_context,reviewed_any_national_team_selection,reviewed_categories,reviewer_note
1313,萩村 滋則,Shigenori HAGIMURA,pre2014_p2,萩村滋則,yes,U20,negation_or_candidate_language_present,"1995年 U-20日本代表 - FIFAワールドユース選手権カタール1995 (ベスト8)
2000年 日本代表候補",,,
1650,遠藤 彰弘,Akihiro ENDO,pre2014_p2,遠藤彰弘,yes,U19|U23,negation_or_candidate_language_present,"U-19日本代表（1994年）
U-23日本代表（1996年）
1996年 アトランタオリンピック（1試合0得点）
日本代表候補（2001年）",,,
510,中山 雅史,Masashi NAKAYAMA,pre2014_p2,中山雅史,yes,A|university,negation_or_candidate_language_present,"16　(1992-1993年)
オフト監督時代の背番号。中山の名を一躍有名にした1994年アメリカW杯予選の際もこの背番号を背負っていた。
14　(1995年)
加茂監督時代の背番号。1995年のイングランド遠征時もこの背番号だった。
32　(1997年)
1998 FIFAワールドカップ地区予選の土壇場で2年ぶりに代表復帰した際の背番号。この背番号で、ジョホールバルの歓喜として記憶されるイラン戦で先制点を挙げている。アジア予選では、1次予選から通しての固定登録制の規定により、31番まではすでに他の選手で登録されていた ため、このような大きな番号になった。
9　(1998-2000年、2002-2003年)
磐田ではおなじみの背番号。日本人初のワールドカップにおける得点などは、この背番号を背負って挙げている。2002年にジーコが監督に就任してからは再び9番でプレーした。
11　(2001年)
9番を西澤らに譲り、僚友カズの背番号だったこの背番号を背負った。
10　(2002年)
2002 FIFAワールドカップ時の背番号。それまで代表で10番を付けていた名波浩と中村俊輔の両名が落選したこと、既に9番は西澤、11番は鈴木に定着していたことで、中山が10番を背負うことになった。本人にとっては藤枝東高校以来の背番号10で、日本のW杯初勝利となったロシア戦のピッチに立った。中田英寿は「ゴンちゃん似合わねー」とコメントした。

1990年7月31日 - A代表初出場 （ダイナスティカップ） - 北朝鮮代表戦 (北京／中国)
1992年8月29日 - A代表初ゴール （ダイナスティカップ） - 韓国代表戦 (北京・工人体育場／中国)

日本代表
AFCアジアカップ1988（大学選抜のB代表として参加）
ダイナスティカップ1990（7月31日の北朝鮮戦でA代表デビュー）
ダイナスティカップ1992
AFCアジアカップ1992
ダイナスティカップ1998
1998 FIFAワールドカップ
FIFAコンフェデレーションズカップ2001
2002 FIFAワールドカップ
FIFAコンフェデレーションズカップ2003（左大腿屈筋肉離れのため辞退）

国際Aマッチ 53試合 21得点 (1990年 - 2003年)



",,,
2082,西谷 正也,Masaya NISHITANI,pre2014_p2,西谷正也,no,,negation_or_candidate_language_present,"1995年 U-17世界選手権
2000年 日本代表候補",,,
4281,古賀 誠史,Seiji KOGA,pre2014_p2,古賀誠史,yes,U19|other,negation_or_candidate_language_present,"U-19日本代表
U-21日本代表
シドニーオリンピック日本代表候補
アジア大会",,,
2104,久保山 由清,Yoshikiyo KUBOYAMA,pre2014_p2,久保山由清,no,,negation_or_candidate_language_present,1999年 日本代表候補,,,
2296,小林 弘記,Hiroki KOBAYASHI,pre2014_p2,小林弘記,yes,U18|U19|U20,negation_or_candidate_language_present,"1993年 U-19日本代表候補
1995年 U-18日本代表
1996年 U-19日本代表
第30回 アジアユース選手権予選、アジアユース選手権
1997年 U-20日本代表",,,
1612,桜井 直人,Naoto SAKURAI,pre2014_p2,桜井直人,no,,negation_or_candidate_language_present,2001年 日本代表候補,,,
1847,西田 吉洋,Yoshihiro NISHIDA,pre2014_p2,西田吉洋,no,,negation_or_candidate_language_present,1997年 日本代表候補,,,
1628,熊谷 浩二,Koji KUMAGAI,pre2014_p2,熊谷浩二,yes,U19|U20,negation_or_candidate_language_present,"U19日本代表、U-20日本代表
1994年AFCアジアユース（アジアユース ベストDF賞）
1995年FIFAワールドユース（ベスト8）
日本代表候補 (2001年)",,,
1127,阿部 敏之,Toshiyuki ABE,pre2014_p2,阿部敏之,yes,U16|U18,negation_or_candidate_language_present,"U-16日本代表
U-18日本代表
日本代表候補",,,
2030,川口 卓哉,Takuya KAWAGUCHI,pre2014_p2,川口卓哉,yes,U16|U17|U20,negation_or_candidate_language_present,"1994年 U-16日本代表 (AFC U-17選手権)
1995年 U-17日本代表 (FIFA U-17世界選手権)
1997年 U-20日本代表候補",,,
5337,鶴見 智美,Tomoyoshi TSURUMI,pre2014_p2,鶴見智美,yes,U18|U19|U20,negation_or_candidate_language_present,"鶴見 智美（つるみ ともよし、1979年10月12日 - ）は、山梨県甲府市出身の元サッカー選手。現役時代のポジションはミッドフィールダー。


== 選手時代の特徴 ==
スピードはないが、人に対する強さと正確なフィードがあり、本職はボランチだが守備的なポジションならどこでもこなしていた。


== 来歴 ==
1999年のユニバーシアード代表、U-20日本代表に選ばれる。筑波大学の時には日本代表との練習試合で三浦知良を抑え注目を集める。
プロデビューした2002年には甲府の主力として8得点を挙げる活躍をする。2003年には大木武監督に連れられる形で清水エスパルスへ期限付き移籍し、コンスタントに出場機会を得るなどして翌2004年には完全移籍する。同チーム所属時にオールスター戦にも監督推薦により出場した。2005年の後半にセレッソ大阪に期限付き移籍。チームが優勝争いをする中で4試合に出場、1得点を挙げる。
2006年は期限付き移籍で甲府へ復帰。3トップのセンターFWにコンバートされ、バレーが欠場時の代役として出場したが全く機能せず、シーズン後半はほとんど出場機会がなかった。2007年に完全移籍するも、完全移籍以降は体調不良などによりサテライトリーグや練習試合を含め出場機会の無いまま2008年12月1日付で現役引退が発表された。
2023年1月16日、清水エスパルスU-12三島U-12の監督に就任することが発表された。


== 所属クラブ ==
1986年 - 1991年 青桐スポーツ少年団
1992年 - 1994年 Uスポーツクラブ
1995年 - 1997年 山梨県立韮崎高校
1998年 - 2001年 筑波大学
2002年 ヴァンフォーレ甲府
2003年 - 2005年 清水エスパルス（2003年は甲府より期限付き移籍、2004年から完全移籍）
2005年 セレッソ大阪（清水より期限付き移籍）
2006年 - 2008年 ヴァンフォーレ甲府（2006年は清水より期限付き移籍、2007年から完全移籍）


== 個人成績 ==

2004年 Jリーグオールスターサッカー：1試合出場 1得点
Jリーグ初出場：2002年3月3日 - J2第1節 対横浜FC戦（三ツ沢公園球技場）
Jリーグ初得点：2002年3月21日 - J2第4節 対モンテディオ山形戦（山形県総合運動公園）


== タイトル・出場歴・代表歴 ==
1996年（高校2年次） - 高校総体 3位、国民体育大会出場（山梨県選抜）、第75回全国高校サッカー選手権出場
1997年（高校3年次） - 国民体育大会出場（山梨県選抜）、U-18日本代表候補
1998年（大学1年次） - U-19アジアユース日本代表
1999年（大学2年次） - 全日本学生選抜、関東選手権大会 準優勝、全日本学生選抜ユニバーシアードスペイン大会出場、総理大臣杯 準優勝、関東リーグ 優勝、全日本大学選手権大会 準優勝
2000年（大学3年次） - 全日本学生選抜、関東リーグ 優勝、全日本大学選手権大会 準優勝、関東選手権大会 優勝、総理大臣杯 3位
2001年（大学4年次） - 関東リーグ 準優勝


== 関連項目 ==
山梨県出身の人物一覧
筑波大学の人物一覧
ヴァンフォーレ甲府の選手一覧
清水エスパルスの選手一覧
セレッソ大阪の選手一覧


== 外部リンク ==
鶴見智美 - FootballDatabase.eu (英語)
鶴見智美 - WorldFootball.net (英語)
鶴見智美 - FBref.com (英語)
鶴見智美 - Transfermarkt.comによる選手データ (英語)
鶴見智美 - J.League Data Siteによる選手データ",,,
2248,福田 健二,Kenji FUKUDA,pre2014_p2,福田健二,yes,U19|U20|other,negation_or_candidate_language_present,"U-19 / U-20日本代表
1996年 AFCアジアユース（ベスト4）
1997年 FIFAワールドユース（ベスト8）
U-21 / U-22日本代表
1998年 アジア大会
1999年 シドニーオリンピックアジア最終予選
日本代表候補
2001年 トレーニングキャンプメンバー",,,
2350,瀬戸 春樹,Haruki SETO,pre2014_p2,瀬戸春樹,no,,negation_or_candidate_language_present,"瀬戸 春樹（せと はるき、1978年3月14日 - ）は、富山県出身の元サッカー選手、現在はサッカークラブにてU15やU13監督として活躍。現役時代のポジションはディフェンダー、ミッドフィールダー。
日本サッカー協会公認A級ライセンス所持。


== 来歴 ==
水橋高校ではフォワードとして活躍。同期の富山第一高校の柳沢敦とは全国高校サッカー選手権富山県大会の決勝でも対戦している。1年生の時から3年生までレギュラーとして国体に3回出場。
高校卒業後、横浜フリューゲルスへ入団し、豊富な運動量を評価されボランチへとコンバートされた。1998年にはシドニーオリンピック代表候補にも選ばれた。
フリューゲルス吸収合併後の横浜F・マリノスには加入せず、当時J2所属だったアルビレックス新潟へ移籍。
2000年、より高いレベルでのプレーを望み大分トリニータに完全移籍。2001年より岡田武史監督の目にとまりコンサドーレ札幌に期限付き移籍、契約期限満了後の7月よりガンバ大阪に期限付き移籍。大分に復帰した2002年には数多くのポジションをこなしJ1昇格に大きく貢献した。その年、CM、時代劇、グラビアなどで活躍したタレントの日置由香と結婚。2004年のJOMOオールスターサッカーにも出場した。
2005年、イビチャ・オシム監督率いるジェフユナイテッド市原・千葉に完全移籍、チーム初のナビスコカップ優勝を果たした。2006年恩師石崎信弘監督の下柏レイソルにレンタル移籍、レギュラーをつかむも怪我で半年間プレー出来ず2007年には故郷のチームであるYKK APに所属し、地元のチューリップテレビと契約、富山県からJリーグを目指しサッカー教室（スポ天）PASSIONで地元のサッカーを盛り上げた。
ところが、楚輪博監督とサッカーの戦術で衝突。3年契約の1年で移籍を決意。自らシンガポールでトライアウトを受け外国人枠を勝ち取り、2008年からはシンガポールのバレスティア・カルサに移籍。バレスティア・カルサでは加入1年目ながらキャプテンを務めた。シンガポールの中でもACL,AFCに出場を目指し2009年よりゲイラン・ユナイテッドFCに移籍、リーグ戦、カップ戦全てに出場。シンガポールカップ優勝に大きく貢献、またその年シンガポールの外国人選抜にも選ばれ実力を高く評価され、2010年インドネシアスーパーリーガ・強豪ペルシワ、ワメナからのオファーを断り自分の最後の目標であるアメリカ・メジャーリーグサッカーに挑戦。プレシーズンまで参加するも契約に至らず現役引退を決意。
2020年より、関東1部リーグ所属・ブリオベッカ浦安のU-15監督に就任。


== 所属クラブ ==
富山県立水橋高等学校
1996年 - 1998年 横浜フリューゲルス
1999年 アルビレックス新潟
2000年-2004年 大分トリニータ
2001年途中まで コンサドーレ札幌（期限付き移籍）
2001年 ガンバ大阪（期限付き移籍）
2005年-2006年 ジェフユナイテッド市原・千葉
2006年 柏レイソル（期限付き移籍）
2007年 YKK AP
2008年 バレスティア・カルサ ( シンガポール)
2009年 - 2010年 ゲイラン・ユナイテッド ( シンガポール)


== 個人成績 ==


== 出典 ==


== 関連項目 ==
横浜フリューゲルスの選手一覧
アルビレックス新潟の選手一覧
大分トリニータの選手一覧
北海道コンサドーレ札幌の選手一覧
ガンバ大阪の選手一覧
ジェフユナイテッド市原・千葉の選手一覧
柏レイソルの選手一覧
日本国外のリーグに所属する日本人サッカー選手一覧


== 外部リンク ==
瀬戸春樹 - Soccerway.com (英語)
瀬戸春樹 - WorldFootball.net (英語)
瀬戸春樹 - FBref.com (英語)
瀬戸春樹 - Transfermarkt.comによる選手データ (英語)
瀬戸春樹 - J.League Data Siteによる選手データ
-瀬戸春樹選手公認- Fly High - - ウェイバックマシン（2019年1月1日アーカイブ分） - 閉鎖
レナトフットボールクラブ",,,
667,木寺 浩一,Koichi KIDERA,pre2014_p2,木寺浩一,yes,U19|U23,negation_or_candidate_language_present,"日本高校選抜
U-19日本代表
AFCユース選手権（1990年）
U-23日本代表候補
バルセロナ五輪アジア予選（1992年）",,,
2923,田畑 昭宏,Akihiro TABATA,pre2014_p2,田畑昭宏,unclear,U20,negation_or_candidate_language_present,"田畑 昭宏（たばた あきひろ、1978年5月15日 - ）は、埼玉県坂戸市出身でJリーグ・浦和レッドダイヤモンズ・コンサドーレ札幌等に所属していた元サッカー選手（ディフェンダー・ボランチ）。


== 来歴 ==
西武台高校から1997年に浦和レッドダイヤモンズへ入団。1年目から永井雄一郎と共に活躍し、メディアからも注目される存在となった。
しかし故障も多く、1997年には永井と共にU-20日本代表候補に選出されながらリーグ戦での負傷によりFIFAワールドユース選手権出場を逃した事もあった。その後も徐々に出番は減少し、2001年6月にジェフユナイテッド市原へ期限付き移籍 したが、ここでも定位置を確保することは出来ず、2002年シーズン終了後に市原からの退団が決定。保有権を持つ浦和も契約を更新せず、その年にJ2降格したコンサドーレ札幌への移籍が決定した。
移籍初年度となった2003年は出場機会が限られていたが、ボランチにコンバートされた翌2004年は運動量・守備力が評価され、またリーグ戦初得点を挙げるなど主力として活躍。翌2005年は副キャプテンを務め、前半戦は主力として活躍していたが、後半戦になるにつれて出場機会が減少。シーズン終了後に戦力外通告を受け退団が決まった。その後、複数J2チームからオファーがあったものの、現役引退。
引退後は浦和の強化部に所属する傍ら、埼玉県1部リーグのFC西武台に在籍。
2010年からは浦和レッズジュニアユースでコーチを務めている。


== 所属クラブ ==
1988年 - 1990年 浅羽野サッカースポーツ少年団
1991年 - 1993年 坂戸市立坂戸中学校
1994年 - 1996年 西武台高校
1997年 - 2001年 浦和レッドダイヤモンズ
2001年 - 2002年 ジェフユナイテッド市原 (期限付き移籍)
2003年 - 2005年 コンサドーレ札幌


== 個人成績 ==


== エピソード・アラカルト ==
西武台高校時代に全国高校総体準優勝を経験するも、冬の選手権へは1度も出場出来なかった。
高校の同級生に河合竜二（現・コンサドーレ札幌）がおり、浦和スカウトもはじめは河合だけをチェックしていたが、後に田畑も獲得するよう動いた。
1歳年下で浦和の同僚だった小野伸二と親交が深く、浦和のファン感謝デーでは二人でトークショーを行う事もあった。2001年には市原の選手として駒場スタジアムで浦和と対戦したが、田畑が頭でブロックした小野のフリーキックがそのままゴールに入り、フェイエノールトへ移籍する前の最後のゴールを許した。その後も親交は続き、田畑の応援のため小野が札幌の練習場や試合を見に来る事もあった。その後、2014年に今度は小野が札幌へ移籍した。


== 出典 ==


== 関連項目 ==
浦和レッドダイヤモンズの選手一覧
ジェフユナイテッド市原・千葉の選手一覧
北海道コンサドーレ札幌の選手一覧


== 外部リンク ==
田畑昭宏 - WorldFootball.net (英語)
田畑昭宏 - FBref.com (英語)
田畑昭宏 - Transfermarkt.comによる選手データ (英語)
田畑昭宏 - J.League Data Siteによる選手データ",,,
2840,平松 康平,Kohei HIRAMATSU,pre2014_p2,平松康平,yes,U15|U16|U19,negation_or_candidate_language_present,"1995年　U-15 日本代表
1996年　U-16 日本代表
1999年　U-19日本代表
2001年    日本代表候補",,,
