source_player_id,era,birth_year,composite_reason,prose_category,club_list_category,club_list_institution,club_history,reviewed_pathway_category,reviewer_note
7885,era1,1988,club_list_answers_confirmed_unknown,unknown,university,,小津イレブンフィーバーズSSS → 守山市立守山南中学校 → 名古屋グランパスU-18(2004-2006) → 駒澤大学(2007-2010) → 京都サンガF.C.(2011-2014) → 松本山雅FC(2015-2016) → 名古屋グランパス(2016-2018) → FC町田ゼルビア(2018-2018) → FC町田ゼルビア(2019-2021),,
7962,era1,1987,club_list_answers_confirmed_unknown,unknown,university,,キックスFC → 大分トリニータU-18(2003-2005) → 関西大学(2006-2009) → Honda FC(2010-2012) → 京都サンガF.C.(2013-2013) → V・ファーレン長崎(2014-2014),,
8058,era1,1986,club_list_answers_confirmed_unknown,unknown,high_school,,シルクロードSC → 町田JFC → 桐光学園高校(2002-2004) → 横浜F・マリノス(2004-2004)[2種/特別指定] → 横浜F・マリノス(2005-2010) → 川崎フロンターレ(2011-2014) → 同年6月  ウェスタン・シドニー・ワンダラーズFC(2015) → セレッソ大阪(2015-2018) → ファジアーノ岡山(2019-2021) → SHIBUYA CITY FC(2022-2022),,
8099,era1,1982,club_list_answers_confirmed_unknown,unknown,university,,西武台高校(1998-2000) → 国士舘大学(2001-2004) → 大宮アルディージャ(2005-2009) → 京都サンガF.C.(2010-2010) → 大宮アルディージャ(2011-2015) → ガイナーレ鳥取(2016-2017) → FC西武台(2019),,
8115,era1,1986,club_list_answers_confirmed_unknown,unknown,high_school,,熊本YMCA → 熊本国府高等学校(2002-2004) → セレッソ大阪(2005-2019),,
8117,era1,1986,club_list_answers_confirmed_unknown,unknown,j_club_academy,,将監SSS → FCみやぎバルセロナジュニアユース(1999-2001) → FCみやぎバルセロナユース(2002-2004) → セレッソ大阪(2005-2011) → 同年12月  V・ファーレン長崎(2007) → 同年12月  大分トリニータ(2011) → 大分トリニータ(2012-2013) → セレッソ大阪(2014-2019) → 川崎フロンターレ(2020-2022) → いわてグルージャ盛岡(2023-2023) → 栃木SC(2024-2025),,
8167,era1,1982,club_list_answers_confirmed_unknown,unknown,university,,長田南サッカースポーツ少年団(1992-1994) → 静岡市立城山中学校(1995-1997) → 静岡市立清水商業高等学校(1998-2000) → 法政大学(2001-2004) → ヴァンフォーレ甲府(2005-2010) → 京都サンガF.C.(2011-2013) → カターレ富山(2014-2014) → タイ・ホンダFC(2015-2018) → 藤枝MYFC(2019-2021),,
8168,era1,1982,club_list_answers_confirmed_unknown,unknown,university,,児島サッカースポーツ少年団(1989-1994) → 岡山市立福南中学校(1995-1997) → 東福岡高等学校(1998-2000) → 阪南大学(2001-2004) → ヴァンフォーレ甲府(2005-2010) → カターレ富山(2011-2015),,
8577,era1,1989,club_list_answers_confirmed_unknown,unknown,j_club_academy,,のぞみFC → 湘南ベルマーレジュニア(1998-2001) → 湘南ベルマーレジュニアユース(2002-2004) → 湘南ベルマーレユース(2005-2007) → 湘南ベルマーレ(2007-2007)[2種/特別指定] → 湘南ベルマーレ(2008-2014) → ジェフ千葉(2010-2010) → ファジアーノ岡山(2014-2014) → 清水エスパルス(2015-2019) → ブラウブリッツ秋田(2020-2020) → 同年12月  福島ユナイテッドFC(2021) → カターレ富山(2022-2022),,
9077,era1,1988,club_list_answers_confirmed_unknown,unknown,high_school,,久留馬SC → 高崎市立榛名中学校 → 高崎経済大学附属高等学校(2004-2006) → ザスパ草津(2006-2006)[2種/特別指定] → ザスパ草津(2007-2010) → 大原学園JaSRAサッカークラブ(2007-2007) → アルビレックス新潟シンガポール(2008-2009) → アルテ高崎(2011-2011) → グルージャ盛岡(2012-2016),,
9241,era1,1988,club_list_answers_confirmed_unknown,unknown,j_club_academy,,メトロスポックポート・アカデミー(2003-2004) → ユニバーシティ・マウント・ウェリントン(2005-2006) → セレッソ大阪(2007-2007) → ガイナーレ鳥取(2007-2008) → ワイタケレ・ユナイテッド(2008-2009) → ムンバイFC(2009-2010) → チャーチル・ブラザーズSC(2010-2011) → メルボルン・ナイツFC (en)(2011-2011) → プラヤグ・ユナイテッドSC(2011-2013) → メルボルン・ナイツFC (en)(2012-2012) → FC岐阜(2013-2013) → ソンクラー・ユナイテッドFC(2014-2014) → ブリーラム・ユナイテッドFC(2015-2015) → ポートFC(2015-2015) → プルリスFA(2016-2016) → エアフォース・ユナイテッドFC(2017-2018) → カセサートFC(2018-2018) → カスタムズ・ユナイテッドFC(2019-2019) → バンコクFC(2020),,
9687,era1,1985,club_list_answers_confirmed_unknown,unknown,university,,FC前橋ジュニアユース(1998-2000) → 群馬県立前橋商業高等学校(2001-2003) → 流通経済大学(2004-2007) → 大宮アルディージャ(2008-2019) → ザスパクサツ群馬(2016-2017) → ブラウブリッツ秋田(2018-2018) → ザスパクサツ群馬(2020-2023),,
9702,era1,1985,club_list_answers_confirmed_unknown,unknown,university,,宝塚ジュニアFC → 宝塚ジュニアFCY → 兵庫県立宝塚高等学校(2001-2003) → 立命館大学(2004-2007) → 横浜F・マリノス(2008-2009) → ツエーゲン金沢(2009-2009) → ツエーゲン金沢(2010-2011) → V・ファーレン長崎(2012-2015) → アビスパ福岡(2016-2016) → V・ファーレン長崎(2017-2017) → モンテディオ山形(2018-2019) → J.FC MIYAZAKI/ヴェロスクロノス都農(2020-2022),,
9750,era1,1989,club_list_answers_confirmed_unknown,unknown,high_school,,江南南サッカー少年団 → クマガヤサッカースポーツクラブ(2002-2004) → 前橋育英高校(2005-2007) → モンテディオ山形(2008-2014) → 徳島ヴォルティス(2014-2014) → 徳島ヴォルティス(2015-2015),,
10025,era1,1988,club_list_answers_confirmed_unknown,unknown,high_school,,不動FC(1995-2000) → プルミエール徳島SC(2001-2003) → 香川西高等学校(2004-2006) → 徳島ヴォルティス・アマチュア/徳島ヴォルティス・セカンド(2007-2008) → 徳島ヴォルティス(2008-2010) → カマタマーレ讃岐(2010-2010) → FC徳島セレステ(2016-2016),,
10284,era1,1985,club_list_answers_confirmed_unknown,unknown,university,,息栖SSS(1995-1997) → 神栖第二中学校(1998-2000) → 鹿島高校(2001-2003) → 流通経済大学(2004-2007) → FC琉球(2008-2008) → ファジアーノ岡山(2009-2018) → おこしやす京都AC(2019-2020),,
10414,era1,1986,club_list_answers_confirmed_unknown,unknown,university,,共和SC → 横浜F・マリノスJrユース新子安 → 桐光学園高等学校 → 東京農業大学 → 栃木SC(2009-2009) → SC相模原(2010-2018) → エブリサ藤沢ユナイテッド(2019),,
10536,era1,1986,club_list_answers_confirmed_unknown,unknown,university,,古高松FC → 高松市立古高松中学校 → 香川県立高松北高校(2002-2004) → 大阪産業大学(2005-2008) → 徳島ヴォルティス・セカンド(2009-2010) → カマタマーレ讃岐(2011-2015) → 鈴鹿アンリミテッドFC(2016-2016) → ヴィアティン三重(2017-2017) → 鈴鹿アンリミテッドFC/ポイントゲッターズ(2018-2021),,
10904,era1,1988,club_list_answers_confirmed_unknown,unknown,university,,江南南サッカー少年団 → クマガヤサッカースポーツクラブ → 船橋市立船橋高等学校(2004-2006) → 明治大学(2007-2010) → 水戸ホーリーホック(2010-2010)[2種/特別指定] → 水戸ホーリーホック(2011-2017) → 大宮アルディージャ / RB大宮アルディージャ(2018) → V・ファーレン長崎(2022-2022),,
10937,era1,1989,club_list_answers_confirmed_unknown,unknown,university,,境サッカースポーツ少年団 → 境町立境第一中学校 → 花咲徳栄高校 → 駒澤大学 → 水戸ホーリーホック(2011-2012) → V・ファーレン長崎(2013-2014) → AC長野パルセイロ(2015-2016) → 同年12月  鹿児島ユナイテッドFC(2016) → ヴァンラーレ八戸(2017-2017) → 奈良クラブ(2018-2019) → 境トリニタス(2020-2023),,
10938,era1,1988,club_list_answers_confirmed_unknown,unknown,university,,初声ジュニアフットボールクラブ → 横須賀シーガルズジュニアユース → 神奈川県立逗葉高等学校(2004-2006) → 神奈川大学(2007-2010) → 水戸ホーリーホック(2011-2011) → SC相模原(2012-2014) → アスルクラロ沼津(2015-2017) → 東邦チタニウムサッカー部(2018-2024),,
10949,era1,1988,club_list_answers_confirmed_unknown,unknown,university,,ELF牧落FC → 富岡SC → 横浜栄FC(2001-2003) → 桐光学園高校(2004-2006) → 立命館大学(2007-2010) → 京都サンガF.C.(2011-2012) → ギラヴァンツ北九州(2013-2020) → 鎌倉インターナショナルFC(2021),,
10960,era1,1988,club_list_answers_confirmed_unknown,unknown,university,,ピオニール大久保 → 橿原市立畝傍中学校(2001-2003) → 奈良育英高等学校(2004-2006) → 愛知学院大学(2007-2010) → サガン鳥栖(2011-2015) → ジュビロ磐田(2016-2016) → V・ファーレン長崎(2017-2018) → 高知ユナイテッドSC(2019-2020) → 奈良クラブ(2021-2021),,
11037,era1,1989,club_list_answers_confirmed_unknown,unknown,university,,古河市立下大野小学校サッカースポーツ少年団(1997-2001) → KIIサッカークラブ(2002-2004) → 群馬県立前橋商業高等学校(2005-2007) → 東海大学(2008-2011) → 湘南ベルマーレ(2011-2011)[2種/特別指定] → 湘南ベルマーレ(2012-2013) → 同年12月  松本山雅FC(2013) → 松本山雅FC(2014-2015) → 大宮アルディージャ(2016-2017) → 松本山雅FC(2018-2019) → ザスパクサツ群馬(2020-2023) → 同年12月  SC相模原(2023) → SC相模原(2024-2024) → サウス・メルボルンFC(2025),,
11081,era1,1989,club_list_answers_confirmed_unknown,unknown,university,,住吉SSS → 榛原FC → 藤枝明成SC → 藤枝明誠高校 → 日本大学 → 同年12月  ガイナーレ鳥取(2011)[2種/特別指定] → ガイナーレ鳥取(2012-2017) → 藤枝MYFC(2018-2022) → 福井ユナイテッドFC(2023),,
11103,era1,1988,club_list_answers_confirmed_unknown,unknown,university,,柏イーグルスTOR’82 → 流通経済大学柏高校 → 流通経済大学サッカー部(2007-2010) → クラブ・ドラゴンズ(2008-2008) → 松本山雅FC(2011-2016) → ツエーゲン金沢(2017),,
11164,era1,1988,club_list_answers_confirmed_unknown,unknown,university,,下丸子シューターズSC → 三菱養和SC巣鴨ジュニアユース(2001-2003) → 三菱養和SCユース(2004-2006) → 国士舘大学(2007-2010) → FC町田ゼルビア(2011-2016) → 藤枝MYFC(2017-2019) → J.FC MIYAZAKI/ヴェロスクロノス都農(2020-2023),,
11388,era1,1984,club_list_answers_confirmed_unknown,unknown,university,,わかばフットボールクラブ → 西南学院大学 → ホンダロックSC(2007-2011) → V・ファーレン長崎(2012-2018),,
11504,era1,1984,club_list_answers_confirmed_unknown,unknown,university,,京都市立大枝中学校 → 洛西高校(2000-2002) → 天理大学(2003-2006) → Mi-O びわこ Kusatsu/MIOびわこ草津(2007-2008) → 三菱自動車水島FC(2009-2009) → カマタマーレ讃岐(2010-2014),,
11868,era1,1987,club_list_answers_confirmed_unknown,unknown,university,,常葉学園橘高等学校(2003-2005) → 国士舘大学(2006-2009) → ザスパ草津U-23(2010-2010) → SC相模原(2011-2016),,
11871,era1,1989,club_list_answers_confirmed_unknown,unknown,university,,FC宗岡 → FORTE FC → 西武台高校(2004-2006) → 国士舘大学(2007-2010) → SC相模原(2011-2014) → MIOびわこ滋賀(2015-2015) → FCマルヤス岡崎(2016-2018) → J.FC MIYAZAKI(2019-2019) → Cento Cuore HARIMA(2020),,
11893,era1,1985,club_list_answers_confirmed_unknown,unknown,university,,世田谷区立笹原小学校 → FC.GIUSTI → 水戸短期大学附属高校 → 拓殖大学 → SC相模原(2008-2012) → グルージャ盛岡(2013-2015) → 藤枝MYFC(2015-2015),,
11897,era1,1989,club_list_answers_confirmed_unknown,unknown,university,,行橋FC → 雲仙市立国見中学校 → 国見高校(2004-2006) → 関東学院大学(2007-2010) → AC長野パルセイロ(2011-2019) → いわてグルージャ盛岡(2020-2021) → ボンズ市原(2022-2025),,
11946,era1,1987,club_list_answers_confirmed_unknown,unknown,university,,太子堂サッカークラブ(1994-1999) → 横浜F・マリノスジュニアユース(2000-2002) → 東京都立駒場高等学校(2003-2005) → 国士舘大学(2006-2009) → アルテ高崎(2010-2011) → 福島ユナイテッドFC(2012-2014) → グルージャ盛岡(2015-2018) → スペリオ城北(2019),,
11956,era1,1987,club_list_answers_confirmed_unknown,unknown,university,,枚方高ノ台FC → 枚方市立蹉跎中学校 → 大阪府立枚方西高等学校 → 枚方FCユース → びわこ成蹊スポーツ大学 → MIOびわこ草津/MIOびわこ滋賀(2010-2012) → ブラウブリッツ秋田(2013-2021) → ヴァンラーレ八戸(2022-2024),,
12054,era1,1989,club_list_answers_confirmed_unknown,unknown,university,,石狩FCJr → 石狩FC → 北海高校 → 中央学院大学 → 横河武蔵野FC(2012-2013) → FC琉球(2014-2015) → 東京武蔵野シティFC(2016-2016) → 十勝FC(2017-2017),,
19148,era1,1987,club_list_answers_confirmed_unknown,unknown,university,,姶良市立加治木中学校 → アミーゴス鹿児島U-18(2003-2005) → 東海学園大学(2006-2009) → 同年11月 FC刈谷(2009) → MSU FC(2009-2009) → FC KAGOSHIMA(2010-2013) → 鹿児島ユナイテッドFC(2014-2017) → テゲバジャーロ宮崎(2018-2023),,
19154,era1,1986,club_list_answers_confirmed_unknown,unknown,university,,鹿児島城西高等学校(2001-2003) → 宮崎産業経営大学(2004-2007) → FC刈谷(2008-2008) → FC琉球(2009-2009) → FC KAGOSHIMA(2010-2013) → 鹿児島ユナイテッドFC(2014-2019),,
8830,era2,1990,club_list_answers_confirmed_unknown,unknown,university,,- 2002年 桃の里FC → ガンバ大阪ジュニアユース(2003-2005) → ガンバ大阪ユース(2006-2008) → 関西大学(2009-2012) → ジュビロ磐田(2013-2017) → V・ファーレン長崎(2016-2016) → 愛媛FC(2017-2017) → 愛媛FC(2018-2022) → ブラウブリッツ秋田(2023-2023),,
9194,era2,1991,club_list_answers_confirmed_unknown,unknown,university,,京都パープルサンガジュニアユース(2004-2006) → ガンバ大阪ユース(2007-2009) → 京都産業大学(2010-2013) → FC琉球(2014-2015) → 同年12月 サウルコス福井(2015) → 栃木ウーヴァFC(2016-2017) → MIOびわこ滋賀(2018-2021) → 富山新庄クラブ(2022),,
9415,era2,1991,club_list_answers_confirmed_unknown,unknown,university,,元吉原アゼス → ACNジュビロ沼津(2004-2006) → ジュビロ磐田U-18(2007-2009) → 明治大学(2010-2013) → ジュビロ磐田(2014-2024) → 同年12月  ジェフユナイテッド千葉(2024) → 松本山雅FC(2025-2026),,
9416,era2,1991,club_list_answers_confirmed_unknown,unknown,university,,海山FC → FC四日市 → ジュビロ磐田U-18(2007-2009) → 筑波大学(2010-2013) → シニア経歴 → ジュビロ磐田(2014-2016) → FC今治(2016-2016) → FC今治(2017-2019) → Cento Cuore HARIMA(2020-2022),,
9475,era2,1990,club_list_answers_confirmed_unknown,unknown,j_club_academy,,浦安ジュニア・サッカークラブ(1999-2001) → ジェフユナイテッド市原ジュニアユース舞浜(2002-2004) → ジェフユナイテッド市原・千葉ユース(2005-2007) → ジェフリザーブズ(2007-2007)[2種/特別指定] → ジェフユナイテッド市原・千葉(2008-2008) → ジェフユナイテッド市原・千葉リザーブズ(2008-2009) → アルビレックス新潟シンガポール(2010-2011) → シンガポール・アームド・フォーシズ / ウォリアーズFC(2012-2013) → 同年6月  SC相模原(2014) → ゲイラン・インターナショナルFC(2015-2015) → アルビレックス新潟シンガポール(2016-2016) → 同年8月  タイ・ホンダFC(2017) → 同年12月  ブラウブリッツ秋田(2017) → ナガワールドFC(2018-2019),,
9650,era2,1990,club_list_answers_confirmed_unknown,unknown,high_school,,加茂野スポーツ少年団(1996-2001) → 岐阜VAMOS(2002-2004) → 岐阜県立岐阜工業高等学校(2005-2007) → ジェフユナイテッド市原・千葉(2008-2012) → ジェフユナイテッド市原・千葉リザーブズ(2008-2008) → 大分トリニータ(2010-2010) → 松本山雅FC(2012-2012) → FC岐阜(2013-2016),,
10134,era2,1992,club_list_answers_confirmed_unknown,unknown,university,,太夫浜ダッシャーズ → アルビレックス新潟ジュニアユース(2005-2007) → アルビレックス新潟ユース(2008-2010) → 国士舘大学(2011-2014) → アルビレックス新潟(2015-2019) → 同年12月  水戸ホーリーホック(2016) → V・ファーレン長崎(2017-2018) → 同年12月  カターレ富山(2019) → カターレ富山(2020-2020) → SC相模原(2021-2021) → ザスパクサツ群馬 / ザスパ群馬(2022-2024) → VOYAGERS(2025-2025),,
10817,era2,1991,club_list_answers_confirmed_unknown,unknown,high_school,,東鷲宮スポーツクラブ(1998-2003) → 成立ゼブラフットボールクラブ(2004-2006) → 成立学園高等学校(2007-2009) → ジェフユナイテッド市原・千葉(2010-2015) → 同年12月 ジェフユナイテッド市原・千葉リザーブズ(2011) → 同年12月 藤枝MYFC(2013) → FC町田ゼルビア(2015-2015) → FC町田ゼルビア(2016-2017) → 横浜FC(2018-2020) → 大宮アルディージャ(2020-2020) → 松本山雅FC(2021) → 同年12月 東京ヴェルディ(2021) → 同年12月 栃木シティFC(2022) → 栃木シティFC(2023-2023),,
10857,era2,1991,club_list_answers_confirmed_unknown,unknown,high_school,,太夫浜ダッシャーズFC(2000-2003) → アルビレックス新潟ジュニアユース(2004-2006) → 北越高等学校(2007-2009) → ヴィッセル神戸(2010-2014) → 愛媛FC(2012-2012) → 京都サンガF.C.(2014-2014) → 京都サンガF.C.(2015-2016) → 愛媛FC(2017-2020) → ヴァンフォーレ甲府(2021-2021) → 鹿児島ユナイテッドFC(2022-2024) → ラインメール青森FC(2025),,
10988,era2,1992,club_list_answers_confirmed_unknown,unknown,high_school,,新潟市立関屋中学校(2005-2007) → 新潟明訓高等学校(2008-2010) → ベガルタ仙台(2011-2017) → 同年12月  ソニー仙台FC(2013) → ブラウブリッツ秋田(2014-2014) → 栃木SC(2018-2019) → 同年12月  サガン鳥栖(2019) → ガンバ大阪(2020-2024) → ヴァンフォーレ甲府(2025-2025) → 清水エスパルス(2026),,
11029,era2,1995,club_list_answers_confirmed_unknown,unknown,j_club_academy,,空知FC → コンサドーレ札幌U-15 → コンサドーレ札幌U-18 → コンサドーレ札幌(2011-2011)[2種/特別指定] → 北海道コンサドーレ札幌(2013-2022) → 同年6月  SC相模原(2014) → Jリーグ・アンダー22選抜(2014-2015) → 同年12月  Honda FC(2015) → 同年12月  愛媛FC(2017) → 鈴鹿ポイントゲッターズ(2022-2023) → 北海道コンサドーレ札幌(2024-2024),,
11177,era2,1993,club_list_answers_confirmed_unknown,unknown,high_school,,アマ経歴 → 浜松白脇SSS → 浜松JFC → 浜松開誠館中学校(2006-2008) → 浜松開誠館高等学校(2009-2011) → ジュビロ磐田(2012-2015) → Jリーグ・アンダー22選抜(2014-2015) → 水戸ホーリーホック(2016-2018) → 福島ユナイテッドFC(2017-2017) → 藤枝MYFC(2018-2018) → いわてグルージャ盛岡(2019-2019) → ラインメール青森FC(2020-2022) → 品川CC横浜(2023-2023),,
11324,era2,1994,club_list_answers_confirmed_unknown,unknown,j_club_academy,,真栄サッカースポーツ少年団 → コンサドーレ札幌ユースU-15 → コンサドーレ札幌ユースU-18 → 北海道コンサドーレ札幌(2013-2018) → 同年11月 コーンケンFC(2013) → Jリーグ・アンダー22選抜(2014-2015) → 水戸ホーリーホック(2017-2018) → 北海道十勝スカイアース(2019-2023),,
11500,era2,1995,club_list_answers_confirmed_unknown,unknown,j_club_academy,,西高宮FC → アビスパ福岡U-15 → アビスパ福岡U-18 → アビスパ福岡(2014-2016) → Jリーグ・アンダー22選抜(2014-2014) → 同年12月 AC長野パルセイロ(2015) → アスルクラロ沼津(2016-2016) → ロアッソ熊本(2017-2017) → 藤枝MYFC(2018-2018) → ザスパクサツ群馬(2019-2022) → VONDS市原(2022-2022) → 品川CC横浜(2023),,
11872,era2,1990,club_list_answers_confirmed_unknown,unknown,university,,川越ひまわりSC → 大宮アルディージャJrユース(2003-2005) → 前橋育英高等学校(2006-2008) → 拓殖大学(2009-2011) → SC相模原(2012-2016) → VONDS市原(2017-2017) → 鈴鹿アンリミテッドFC(2018-2018) → VONDS市原(2019-2021) → COEDO KAWAGOE F.C(2022-2024) → SAITAMA KNØS UNITED(2025),,
11895,era2,1990,club_list_answers_confirmed_unknown,unknown,university,,志津SSS → AC SFIDA → 滋賀県立野洲高等学校 → 京都産業大学(2009-2012) → AC長野パルセイロ(2013-2019) → MIOびわこ滋賀(2019-2019) → MIOびわこ滋賀(2020-2022),,
12070,era2,1991,club_list_answers_confirmed_unknown,unknown,university,,大蔵FC → 町田JFC → 国士舘高等学校(2007-2009) → 国士舘大学(2010-2013) → SC相模原(2014-2016) → 栃木SC(2017-2018) → 松本山雅FC(2019-2020) → FC岐阜(2021-2022),,
15731,era2,1993,club_list_answers_confirmed_unknown,unknown,university,,アミーゴス鹿児島U-15(2005-2007) → 神村学園高等部(2008-2010) → 鹿屋体育大学(2011-2014) → 栃木SC(2015-2016) → レノファ山口FC(2017-2023) → アルビレックス新潟(2024),,
15736,era2,1997,club_list_answers_confirmed_unknown,unknown,high_school,,FCプログレス → F.C.豊橋デューミラン → 大阪桐蔭高等学校(2012-2014) → 鹿島アントラーズ(2015-2019) → Jリーグ・アンダー22選抜(2015-2015) → ファジアーノ岡山(2019-2019) → 松本山雅FC(2020-2020) → ザスパクサツ群馬(2021-2023) → FC岐阜(2023-2023) → レイラック滋賀FC(2024) → FCティアモ枚方(2026),,
15785,era2,1996,club_list_answers_confirmed_unknown,unknown,j_club_academy,,マーレFC → ACNジュビロ沼津 → ジュビロ磐田U-18(2011-2014) → ジュビロ磐田(2015) → Jリーグ・アンダー22選抜(2015-2015) → ベガルタ仙台(2021-2021),,
15905,era2,1998,club_list_answers_confirmed_unknown,unknown,j_club_academy,,沼田サッカークラブ → ザスパ草津 前橋U-12 → ザスパ草津U-15 → アルビレックス新潟U-18 → 同年12月 アルビレックス新潟(2015)[2種/特別指定] → アルビレックス新潟(2016-2018) → ツエーゲン金沢(2017-2018) → FC東京(2019-2021) → ファジアーノ岡山(2021-2021) → ファジアーノ岡山(2022-2023) → いわきFC(2023-2023) → 同年7月  SHIBUYA CITY FC(2024) → 同年12月  アユタヤ・ユナイテッドFC(2024),,
19165,era2,1993,club_list_answers_confirmed_unknown,unknown,university,,大野台サッカークラブ → 町田JFC → 前橋育英高等学校(2010-2012) → 法政大学(2012-2015) → V・ファーレン長崎(2016-2025) → 松本山雅FC(2026),,
19341,era2,1998,club_list_answers_confirmed_unknown,unknown,j_club_academy,,浜浦コスモス2002 → FC五十嵐ジュニアユース → 名古屋グランパスU-18 → 名古屋グランパス(2017-2018) → 同年12月  SC相模原(2018) → SC相模原(2019-2020) → ヴェロスクロノス都農(2021-2025) → アトレチコ鈴鹿クラブ(2026),,
19476,era2,1998,club_list_answers_confirmed_unknown,unknown,j_club_academy,,ユース時代 → 神戸FCボーイズ → 神戸FCジュニアユース → ヴィッセル神戸U-18 → プロ・シニア経歴 → ヴィッセル神戸(2017-2019) → FC今治(2017-2017) → カターレ富山(2018-2019) → VONDS市原(2021-2022) → おこしやす京都AC(2023),,
23150,era2,1994,club_list_answers_confirmed_unknown,unknown,university,,常葉学園橘高等学校(2010-2012) → 常葉大学浜松キャンパスサッカー部(2013-2016) → カターレ富山(2017-2017) → 矢崎バレンテFC(2018),,
23214,era2,1994,club_list_answers_confirmed_unknown,unknown,university,,- 2006年 多田少年SC → 伊丹FC(2007-2009) → 東山高校(2010-2012) → 関西学院大学(2013-2016) → アルビレックス新潟(2017-2020) → 東京ヴェルディ(2018-2018) → 奈良クラブ(2021-2023),,
23228,era2,1993,club_list_answers_confirmed_unknown,unknown,university,,パープルズ上作延SC → 高崎ドリームズ中川 → 前橋FC → 前橋育英高等学校 → 法政大学 → アスルクラロ沼津(2016-2017) → グルージャ盛岡(2018-2018) → カターレ富山(2019-2019) → ザスパクサツ群馬(2020-2023) → レイラック滋賀FC(2024),,
